Player id,Player,Position,Number,D.O.B,Age,Height (cm),Country,Caps,International goals
355859,Loic FEUDJOU,Goalkeeper,1,14.04.1992,22,178,Cameroon,1,0
313410,KOKE,Midfielder,17,08.01.1992,22,178,Spain,7,0
330565,Jack WILSHERE,Midfielder,7,01.01.1992,22,172,England,16,0
315614,Santiago ARIAS,Defender,4,13.01.1992,22,171,Columbia,5,0
358732,Jordy CLASIE,Midfielder,16,27.06.1991,22,169,Netherlands,8,0
380004,Sayouba MANDE,Goalkeeper,23,15.06.1993,21,193,Ivory Coast,1,0
373555,John BROOKS,Defender,6,28.01.1993,21,193,USA,4,0
359440,Raphael VARANE,Defender,4,25.04.1993,21,191,France,5,0
308082,Diego REYES,Defender,5,19.09.1992,21,189,Mexico,14,0
369546,Eder BALANTA,Defender,16,28.02.1993,21,181,Columbia,2,0
313559,Ricardo RODRIGUEZ,Defender,13,25.08.1992,21,180,Switzerland,21,0
376360,Ismael DIOMANDE,Midfielder,14,28.08.1992,21,180,Ivory Coast,1,0
367557,Jean Daniel AKPA,Defender,7,11.10.1992,21,180,Ivory Coast,1,0
359223,Mattia DE SCIGLIO,Defender,2,20.10.1992,21,179,Italy,10,0
358101,Muhamed BESIC,Midfielder,7,10.09.1992,21,177,Bosnia & Herzegovina,9,0
370522,Serge AURIER,Defender,17,24.12.1992,21,176,Ivory Coast,7,0
339116,Massimo LUONGO,Midfielder,21,25.09.1992,21,176,Australia,1,0
380060,Cedric DJEUGOUE,Defender,4,28.08.1992,21,175,Cameroon,3,0
368708,RAFA,Forward,15,17.05.1993,21,173,Portugal,2,0
315436,Ramon AZEEZ,Midfielder,15,12.12.1992,21,170,Nigeria,1,0
356704,Juan QUINTERO,Midfielder,20,18.01.1993,21,168,Columbia,4,0
312014,Michael BABATUNDE,Forward,18,24.12.1992,21,165,Nigeria,4,0
336791,Edgar SALLI,Midfielder,20,17.08.1992,21,163,Cameroon,8,0
370469,Rashid SUMAILA,Defender,15,18.12.1992,21,160,Ghana,8,0
362645,Stefanos KAPINO,Goalkeeper,13,18.03.1994,20,196,Greece,2,0
379736,Matthias GINTER,Defender,3,19.01.1994,20,187,Germany,2,0
369392,Ross BARKLEY,Midfielder,21,05.12.1993,20,185,England,4,0
315424,Kenneth OMERUO,Defender,22,17.10.1993,20,185,Nigeria,17,0
376230,Sead KOLASINAC,Defender,5,20.06.1993,20,183,Bosnia & Herzegovina,4,0
336085,Terence KONGOLO,Defender,14,14.02.1994,20,183,Netherlands,1,0
339987,Mateo KOVACIC,Midfielder,20,06.05.1994,20,181,Croatia,9,0
368860,Lucas DIGNE,Defender,17,20.07.1993,20,179,France,2,0
336098,Memphis DEPAY,Forward,21,13.02.1994,20,178,Netherlands,6,0
368973,DeAndre YEDLIN,Defender,2,09.07.1993,20,175,USA,4,0
379939,Nabil BENTALEB,Midfielder,14,24.11.1994,19,189,Algeria,2,0
379911,Divock ORIGI,Forward,17,18.04.1995,19,185,Belgium,1,0
368655,Jose GIMENEZ,Defender,13,20.01.1995,19,184,Uruguay,5,0
369094,Julian GREEN,Midfielder,16,06.06.1995,19,172,USA,2,0
332827,Carlos GRUEZO,Midfielder,23,19.04.1995,19,171,Ecuador,2,0
336043,Raheem STERLING,Midfielder,19,08.12.1994,19,170,England,3,0
336450,Luke SHAW,Defender,23,12.07.1995,18,184,England,1,0
319482,Rodrigo MUNOZ,Goalkeeper,12,22.01.1982,32,185,Uruguay,0,0
367415,Jasmin FEJZIC,Goalkeeper,12,15.05.1986,28,198,Bosnia & Herzegovina,0,0
380663,Sammy BOSSUT,Goalkeeper,13,11.08.1985,28,187,Belgium,0,0
306818,LEE Bumyoung,Goalkeeper,23,02.04.1989,25,199,South Korea,0,0
360642,Camilo VARGAS,Goalkeeper,12,09.03.1989,25,185,Columbia,0,0
269859,David DE GEA,Goalkeeper,12,07.11.1990,23,190,Spain,0,0
356676,Roman BUERKI,Goalkeeper,21,14.11.1990,23,188,Switzerland,0,0
369026,Oliver ZELENIKA,Goalkeeper,12,14.05.1993,21,192,Croatia,0,0
309420,Mattia PERIN,Goalkeeper,13,10.11.1992,21,188,Italy,0,0
379165,Bailey WRIGHT,Defender,8,28.07.1992,21,184,Australia,0,0
369050,Ivan MOCINIC,Midfielder,15,30.04.1993,21,180,Croatia,0,0
380000,Marcelo BROZOVIC,Midfielder,14,16.11.1992,21,180,Croatia,0,0
380009,Luis LOPEZ,Goalkeeper,1,13.09.1993,20,182,Honduras,0,0
379910,Adnan JANUZAJ,Midfielder,20,05.02.1995,19,180,Belgium,0,0
